replicate,kmer size,theta,error rate,number of genomes,read count,time,memory,classification recall,classification precision,filter recall,filter precision,avg read count error
0,10,1.0,0.0,66,1000,104646954,27748,1.0,0.4,1.0,1.0,4.166666666666667
0,20,0.0,0.0,66,1000,324665550,27748,1.0,0.09090909090909091,1.0,0.5,913.0
0,20,0.2,0.0,66,1000,177443528,27748,1.0,0.375,1.0,1.0,35.0
0,20,0.4,0.0,66,1000,138673494,27748,1.0,0.375,1.0,1.0,28.166666666666668
0,20,0.6,0.0,66,1000,118561693,27748,1.0,0.375,1.0,1.0,21.833333333333332
0,20,0.8,0.0,66,1000,138563607,27748,1.0,0.4,1.0,1.0,8.333333333333334
0,20,1.0,0.0,66,1000,111025598,27748,1.0,0.4,1.0,1.0,4.166666666666667
0,30,0.0,0.0,66,1000,342215575,27748,1.0,0.09090909090909091,1.0,0.5,913.0
0,30,0.2,0.0,66,1000,196959624,27748,1.0,0.375,1.0,1.0,28.333333333333332
0,30,0.4,0.0,66,1000,146183381,27748,1.0,0.375,1.0,1.0,22.833333333333332
0,30,0.6,0.0,66,1000,123186120,27748,1.0,0.375,1.0,1.0,14.5
0,30,0.8,0.0,66,1000,132753101,27748,1.0,0.4,1.0,1.0,7.666666666666667
0,30,1.0,0.0,66,1000,98355534,27748,1.0,0.4,1.0,1.0,4.166666666666667
0,40,0.0,0.0,66,1000,292762893,27748,1.0,0.09090909090909091,1.0,0.5,913.0
0,40,0.2,0.0,66,1000,167379415,27748,1.0,0.375,1.0,1.0,25.166666666666668
0,40,0.4,0.0,66,1000,115289447,27748,1.0,0.375,1.0,1.0,17.5
0,40,0.6,0.0,66,1000,118856231,27748,1.0,0.375,1.0,1.0,12.333333333333334
0,40,0.8,0.0,66,1000,120109739,27748,1.0,0.4,1.0,1.0,6.833333333333333
0,40,1.0,0.0,66,1000,132563340,27756,1.0,0.4,1.0,1.0,4.166666666666667
0,50,0.0,0.0,66,1000,304298694,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,50,0.2,0.0,66,1000,124051227,27756,1.0,0.375,1.0,1.0,19.0
0,50,0.4,0.0,66,1000,154936038,27756,1.0,0.375,1.0,1.0,16.0
0,50,0.6,0.0,66,1000,118490136,27756,1.0,0.375,1.0,1.0,10.666666666666666
0,50,0.8,0.0,66,1000,132649894,27756,1.0,0.4,1.0,1.0,6.5
0,50,1.0,0.0,66,1000,111614837,27756,1.0,0.4,1.0,1.0,4.166666666666667
0,10,0.0,0.02,66,1000,330764556,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,10,0.2,0.02,66,1000,226915389,27756,1.0,0.09375,1.0,0.5,123.0
0,10,0.4,0.02,66,1000,175188193,27756,1.0,0.15789473684210525,1.0,0.6518324607329843,14.166666666666666
0,10,0.6,0.02,66,1000,150613700,27756,1.0,0.20689655172413793,0.9899598393574297,0.946257197696737,0.6666666666666666
0,10,0.8,0.02,66,1000,154998846,27756,1.0,0.46153846153846156,0.8373493975903614,1.0,13.833333333333334
0,10,1.0,0.02,66,1000,82127979,27756,1.0,0.75,0.20883534136546184,1.0,65.66666666666667
0,20,0.0,0.02,66,1000,390022945,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,20,0.2,0.02,66,1000,133377433,27756,1.0,0.46153846153846156,0.9919678714859438,1.0,0.6666666666666666
0,20,0.4,0.02,66,1000,119506914,27756,1.0,0.46153846153846156,0.9417670682730924,1.0,4.833333333333333
0,20,0.6,0.02,66,1000,116364992,27756,1.0,0.5,0.7309236947791165,1.0,22.333333333333332
0,20,0.8,0.02,66,1000,109647019,27756,1.0,0.6,0.3373493975903614,1.0,55.0
0,20,1.0,0.02,66,1000,94736963,27756,1.0,0.75,0.20080321285140562,1.0,66.33333333333333
0,30,0.0,0.02,66,1000,295816682,27756,1.0,0.09090909090909091,1.0,0.5,913.0
0,30,0.2,0.02,66,1000,135044111,27756,1.0,0.46153846153846156,0.9417670682730924,1.0,4.833333333333333
0,30,0.4,0.02,66,1000,114852514,27756,1.0,0.46153846153846156,0.7710843373493976,1.0,19.0
0,30,0.6,0.02,66,1000,103877682,27756,1.0,0.5,0.4598393574297189,1.0,44.833333333333336
0,30,0.8,0.02,66,1000,100779012,27756,1.0,0.6666666666666666,0.3172690763052209,1.0,56.666666666666664
0,30,1.0,0.02,66,1000,90903898,27756,1.0,0.75,0.20080321285140562,1.0,66.33333333333333
0,40,0.0,0.02,66,1000,298878970,27756,1.0,0.09090909090909091,1.0,0.5,913.0
